path,q_mat,finger,sensor,mean_genuine,n_mates
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_01.png,0.34844501580636267,2303_1,A,0.5068585872650146,8
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_02.png,0.3543491759771911,2303_2,A,0.511003851890564,10
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_03.png,0.2534850217051821,2303_3,A,0.4341745674610138,9
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_04.png,0.4611599321470276,2303_4,A,0.5820993185043335,10
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_05.png,0.2928915214634236,2303_5,A,0.4659744203090668,10
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_06.png,0.4289799945537178,2303_6,A,0.5612428188323975,8
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_07.png,0.4085056406555357,2303_7,A,0.5477802753448486,8
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_08.png,0.3851827871657762,2303_8,A,0.5321850180625916,8
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_09.png,0.4246237839644647,2303_9,A,0.5583934783935547,7
data/SD302a/images/challengers/A/roll/png/00002303_A_roll_10.png,0.3487444434724739,2303_10,A,0.5070695877075195,7
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_01.png,0.5304716058145054,2304_1,A,0.6265376210212708,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_02.png,0.6167910344097676,2304_2,A,0.6831692457199097,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_03.png,0.6561768607932057,2304_3,A,0.7104284763336182,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_04.png,0.6432420862353558,2304_4,A,0.7013332843780518,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_05.png,0.7006141117334387,2304_5,A,0.7430590987205505,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_06.png,0.47581458123521425,2304_6,A,0.5915173292160034,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_07.png,0.82224403252283,2304_7,A,0.852094292640686,9
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_08.png,0.6573767549266456,2304_8,A,0.7112802267074585,9
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_09.png,0.5274594534356108,2304_9,A,0.6246031522750854,10
data/SD302a/images/challengers/A/roll/png/00002304_A_roll_10.png,0.5565958716532093,2304_10,A,0.6433905363082886,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_01.png,0.5350347665136241,2306_1,A,0.629470944404602,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_02.png,0.62395577376109,2306_2,A,0.6880373954772949,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_03.png,0.48733046842965944,2306_3,A,0.5988985896110535,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_04.png,0.5503114864372524,2306_4,A,0.6393215656280518,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_05.png,0.2626017721055408,2306_5,A,0.4417947828769684,8
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_06.png,0.48416752300475474,2306_6,A,0.5968724489212036,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_07.png,0.6316637501692176,2306_7,A,0.6933160424232483,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_08.png,0.5115949076993251,2306_8,A,0.6144324541091919,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_09.png,0.4276940260809723,2306_9,A,0.5604024529457092,10
data/SD302a/images/challengers/A/roll/png/00002306_A_roll_10.png,0.2900992017537298,2306_10,A,0.463810920715332,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_01.png,0.20265628834606306,2307_1,A,0.3878237605094909,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_02.png,0.20532848529727518,2307_2,A,0.3904570937156677,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_03.png,0.3038411236726101,2307_3,A,0.4743446707725525,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_04.png,0.2975620068713199,2307_4,A,0.4695663452148437,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_05.png,0.311342527228751,2307_5,A,0.479980856180191,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_06.png,0.30854050925139803,2307_6,A,0.4778844714164734,10
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_07.png,0.4311049969191119,2307_7,A,0.5626301169395447,9
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_08.png,0.6038188147389913,2307_8,A,0.6744408011436462,9
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_09.png,0.46710851653500185,2307_9,A,0.5859265327453613,9
data/SD302a/images/challengers/A/roll/png/00002307_A_roll_10.png,0.07443109646271986,2307_10,A,0.2036836594343185,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_01.png,0.4630773429036724,2310_1,A,0.5833336710929871,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_02.png,0.756350562204928,2310_2,A,0.7882717251777649,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_03.png,0.4681096521286786,2310_3,A,0.5865700244903564,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_04.png,0.27682724692370525,2310_4,A,0.4533535242080688,8
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_05.png,0.47052859206694436,2310_5,A,0.58812415599823,10
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_06.png,0.20455033446778276,2310_6,A,0.3896929025650024,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_07.png,0.6500297368083334,2310_7,A,0.7060867547988892,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_08.png,0.12608235193016884,2310_8,A,0.2972104549407959,9
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_09.png,0.236032078550574,2310_9,A,0.4190615117549896,10
data/SD302a/images/challengers/A/roll/png/00002310_A_roll_10.png,0.3240819093248722,2310_10,A,0.4893857538700104,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_01.png,0.18945826648868733,2312_1,A,0.3744208812713623,9
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_02.png,0.41155713175923786,2312_2,A,0.5497987866401672,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_03.png,0.3256183195604989,2312_3,A,0.4905067086219787,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_04.png,0.43941749910390854,2312_4,A,0.5680415034294128,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_05.png,0.38707499074515694,2312_5,A,0.533462405204773,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_06.png,0.39284224683430596,2312_6,A,0.5373417735099792,9
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_07.png,0.6106531881809887,2312_7,A,0.6790262460708618,10
data/SD302a/images/challengers/A/roll/png/00002312_A_roll_08.png,0.379711656524126,2312_8,A,0.52847820520401,8
